clase(init+radio+pop),dataset,hyper_volume
cmdscalePca+0.8+10,glass,3.57721272684529
cmdscalePca+0.8+10,iris,3.44620391037445
cmdscalePca+0.8+10,diabetes,2.8237028033467
cmdscaleMean+0.8+10,glass,3.73878646421939
cmdscaleMean+0.8+10,iris,3.34161813180655
cmdscaleMean+0.8+10,diabetes,3.32768552703262
cmdscalePca+0.8+10,glass,3.53645897606024
cmdscalePca+0.8+10,iris,3.60495758046898
cmdscalePca+0.8+10,diabetes,2.78263528340038
cmdscaleMean+0.8+10,glass,3.75469931998932
cmdscaleMean+0.8+10,iris,3.74411407895308
cmdscaleMean+0.8+10,diabetes,3.6982862376828
cmdscalePca+0.8+10,glass,3.42073963157219
cmdscalePca+0.8+10,iris,3.61317006533205
cmdscalePca+0.8+10,diabetes,3.58062714497795
cmdscaleMean+0.8+10,glass,3.75119069744015
cmdscaleMean+0.8+10,iris,3.73635018223706
cmdscaleMean+0.8+10,diabetes,3.6530990586429
cmdscalePca+0.8+10,glass,3.49225415977665
cmdscalePca+0.8+10,iris,3.40024369251669
cmdscalePca+0.8+10,diabetes,3.51121404542388
cmdscaleMean+0.8+10,glass,3.745725305621
cmdscaleMean+0.8+10,iris,3.72517576303348
cmdscaleMean+0.8+10,diabetes,3.71855566004338
cmdscalePca+0.8+10,glass,3.6074090756837
cmdscalePca+0.8+10,iris,3.59380995721907
cmdscalePca+0.8+10,diabetes,3.4812552570634
cmdscaleMean+0.8+10,glass,3.74490690166077
cmdscaleMean+0.8+10,iris,3.70726450409546
cmdscaleMean+0.8+10,diabetes,3.25721736385621
cmdscalePca+0.8+10,glass,3.5820988823888
cmdscalePca+0.8+10,iris,3.19859124445475
cmdscalePca+0.8+10,diabetes,3.53284502062269
cmdscaleMean+0.9+10,glass,3.75436396862132
cmdscaleMean+0.9+10,iris,3.48693325163058
cmdscaleMean+0.9+10,diabetes,3.67106923624817
cmdscalePca+0.9+10,glass,3.53154084126901
cmdscalePca+0.9+10,iris,3.40175573095083
cmdscalePca+0.9+10,diabetes,3.58230437320728
cmdscaleMean+0.9+10,glass,3.37670449316914
cmdscaleMean+0.9+10,iris,3.47113418921223
cmdscaleMean+0.9+10,diabetes,3.44074044275308
cmdscalePca+0.9+10,glass,3.0511634676283
cmdscalePca+0.9+10,iris,3.5590537367101
cmdscalePca+0.9+10,diabetes,2.69814425167007
cmdscaleMean+0.9+10,glass,3.75016847825376
cmdscaleMean+0.9+10,iris,3.43671284184613
cmdscaleMean+0.9+10,diabetes,3.68906501310432
cmdscalePca+0.9+10,glass,3.47300544538774
cmdscalePca+0.9+10,iris,3.43999033547194
cmdscalePca+0.9+10,diabetes,3.50754013874816
cmdscaleMean+0.9+10,glass,3.43888681325713
cmdscaleMean+0.9+10,iris,3.7426588548713
cmdscaleMean+0.9+10,diabetes,3.3684438352134
cmdscalePca+0.9+10,glass,3.60618199809193
cmdscalePca+0.9+10,iris,3.55202055807274
cmdscalePca+0.9+10,diabetes,3.52331229587665
cmdscaleMean+0.9+10,glass,3.74131312169742
cmdscaleMean+0.9+10,iris,3.72135130699959
cmdscaleMean+0.9+10,diabetes,3.6982845251368
cmdscalePca+0.9+10,glass,3.58287419541858
cmdscalePca+0.9+10,iris,3.45656570620716
cmdscalePca+0.9+10,diabetes,3.56713781776063
cmdscaleMean+0.9+10,glass,3.74866799526643
cmdscaleMean+0.9+10,iris,3.71384887603074
cmdscaleMean+0.9+10,diabetes,3.69273470643666
cmdscalePca+0.9+10,glass,2.98095072848239
cmdscalePca+0.9+10,iris,3.53253644519053
cmdscalePca+0.9+10,diabetes,3.51576487079754
cmdscaleMean+0.9+10,glass,3.75454002544614
cmdscaleMean+0.9+10,iris,3.74545465196072
cmdscaleMean+0.9+10,diabetes,3.43164698453197
cmdscalePca+0.9+10,glass,3.43812134335366
cmdscalePca+0.9+10,iris,3.56491583337719
cmdscalePca+0.9+10,diabetes,2.73297210527149
cmdscaleMean+0.9+10,glass,3.70120776714105
cmdscaleMean+0.9+10,iris,3.75275008296969
cmdscaleMean+0.9+10,diabetes,3.70270132983506
cmdscalePca+0.9+10,glass,3.28533304414024
cmdscalePca+0.9+10,iris,3.57846278868835
cmdscalePca+0.9+10,diabetes,3.51196811325193
cmdscaleMean+0.9+10,glass,3.73876313068234
cmdscaleMean+0.9+10,iris,3.74412089518953
cmdscaleMean+0.9+10,diabetes,3.71956245880949
cmdscalePca+0.9+10,glass,3.59091172207986
cmdscalePca+0.9+10,iris,3.55184023638252
cmdscalePca+0.9+10,diabetes,3.52569445343062
cmdscaleMean+0.9+10,glass,3.74756116737825
cmdscaleMean+0.9+10,iris,3.71435587778213
cmdscaleMean+0.9+10,diabetes,3.40384673274503
cmdscalePca+0.9+10,glass,2.50944786552965
cmdscalePca+0.9+10,iris,3.59422888397888
cmdscalePca+0.9+10,diabetes,3.54875377710513
cmdscaleMean+0.9+10,glass,3.4905514832463
cmdscaleMean+0.9+10,iris,3.7362845674135
cmdscaleMean+0.9+10,diabetes,3.6692261459279
cmdscalePca+0.9+10,glass,3.5810505398593
cmdscalePca+0.9+10,iris,3.62377644655268
cmdscalePca+0.9+10,diabetes,2.69069967177983
cmdscaleMean+1+10,glass,3.74923426196436
cmdscaleMean+1+10,iris,3.32791840059287
cmdscaleMean+1+10,diabetes,3.70314411702987
cmdscalePca+1+10,glass,3.33773762333249
cmdscalePca+1+10,iris,3.27585415327585
cmdscalePca+1+10,diabetes,2.87597514648543
cmdscaleMean+1+10,glass,3.48529161539289
cmdscaleMean+1+10,iris,3.71926245389889
cmdscaleMean+1+10,diabetes,3.69621634305206
cmdscalePca+1+10,glass,3.43745766420803
cmdscalePca+1+10,iris,3.58513038371753
cmdscalePca+1+10,diabetes,3.5274635979636
cmdscaleMean+1+10,glass,3.44999907068558
cmdscaleMean+1+10,iris,3.71768338858
cmdscaleMean+1+10,diabetes,3.39399095488505
cmdscalePca+1+10,glass,3.29876985817584
cmdscalePca+1+10,iris,2.87862633133476
cmdscalePca+1+10,diabetes,3.53964755527569
cmdscaleMean+1+10,glass,3.74126399787911
cmdscaleMean+1+10,iris,3.74234090138551
cmdscaleMean+1+10,diabetes,3.44101223551268
cmdscalePca+1+10,glass,3.51204501819469
cmdscalePca+1+10,iris,3.54418459423856
cmdscalePca+1+10,diabetes,3.04112635833858
cmdscaleMean+1+10,glass,3.60776744108682
cmdscaleMean+1+10,iris,3.72797300934038
cmdscaleMean+1+10,diabetes,3.71391756875979
cmdscalePca+1+10,glass,3.53691380574011
cmdscalePca+1+10,iris,2.65489188956207
cmdscalePca+1+10,diabetes,3.54382974333065
cmdscaleMean+1+10,glass,3.39364775458266
cmdscaleMean+1+10,iris,3.3574730687108
cmdscaleMean+1+10,diabetes,3.43918068287104
cmdscalePca+1+10,glass,3.50988746240278
cmdscalePca+1+10,iris,3.61622356554204
cmdscalePca+1+10,diabetes,3.52639575409721
cmdscaleMean+1+10,glass,3.74810787571346
cmdscaleMean+1+10,iris,3.40453945328545
cmdscaleMean+1+10,diabetes,3.69260478374895
cmdscalePca+1+10,glass,3.5847666022413
cmdscalePca+1+10,iris,3.35076680887493
cmdscalePca+1+10,diabetes,3.54057889822079
cmdscaleMean+1+10,glass,3.72653333507113
cmdscaleMean+1+10,iris,3.73611751161048
cmdscaleMean+1+10,diabetes,3.65010967123011
cmdscalePca+1+10,glass,3.10492199297934
cmdscalePca+1+10,iris,3.38611032886621
cmdscalePca+1+10,diabetes,3.55095042234151
cmdscaleMean+1+10,glass,3.4839757573179
cmdscaleMean+1+10,iris,3.47589481426165
cmdscaleMean+1+10,diabetes,3.45727141586823
cmdscalePca+1+10,glass,3.63471383945853
cmdscalePca+1+10,iris,3.48369936495276
cmdscalePca+1+10,diabetes,2.68320152872588
cmdscaleMean+1+10,glass,3.74315215049656
cmdscaleMean+1+10,iris,3.16532621108589
cmdscaleMean+1+10,diabetes,3.41487664887687
cmdscalePca+1+10,glass,3.64957570431531
cmdscalePca+1+10,iris,3.45163820595931
cmdscalePca+1+10,diabetes,2.8582912481914
cmdscaleMean+1+10,glass,3.75566229005977
cmdscaleMean+1+10,iris,3.3847600944408
cmdscaleMean+1+10,diabetes,3.45298346268429
cmdscalePca+1+10,glass,3.00466704540201
cmdscalePca+1+10,iris,3.44783620442878
cmdscalePca+1+10,diabetes,2.91780945567076
cmdscaleMean+0.1+50,glass,3.78655492874568
cmdscaleMean+0.1+50,iris,3.78697467847929
cmdscaleMean+0.1+50,diabetes,3.75984978631925
cmdscalePca+0.1+50,glass,3.65707109086974
cmdscalePca+0.1+50,iris,3.65962150417583
cmdscalePca+0.1+50,diabetes,3.61846103048088
cmdscaleMean+0.1+50,glass,3.7873284146844
cmdscaleMean+0.1+50,iris,3.7848156118838
cmdscaleMean+0.1+50,diabetes,3.7641694719932
cmdscalePca+0.1+50,glass,3.55423216066438
cmdscalePca+0.1+50,iris,3.68903688572229
cmdscalePca+0.1+50,diabetes,3.60241880748913
cmdscaleMean+0.1+50,glass,3.79040017063178
cmdscaleMean+0.1+50,iris,3.78811666904282
cmdscaleMean+0.1+50,diabetes,3.76189278985299
cmdscalePca+0.1+50,glass,3.68662865127891
cmdscalePca+0.1+50,iris,3.46087152071596
cmdscalePca+0.1+50,diabetes,3.60850133725467
cmdscaleMean+0.1+50,glass,3.78563241314148
cmdscaleMean+0.1+50,iris,3.77875166907374
cmdscaleMean+0.1+50,diabetes,3.76209569473312
cmdscalePca+0.1+50,glass,3.6324976814035
cmdscalePca+0.1+50,iris,3.61504237909322
cmdscalePca+0.1+50,diabetes,3.612022589398
cmdscaleMean+0.1+50,glass,3.78802853596054
cmdscaleMean+0.1+50,iris,3.78749393628323
cmdscaleMean+0.1+50,diabetes,3.76507457760253
cmdscalePca+0.1+50,glass,3.69729676507851
cmdscalePca+0.1+50,iris,3.64820320469344
cmdscalePca+0.1+50,diabetes,3.61456886926152
cmdscaleMean+0.1+50,glass,3.79079631636707
cmdscaleMean+0.1+50,iris,3.78510294199536
cmdscaleMean+0.1+50,diabetes,3.76893901505548
cmdscalePca+0.1+50,glass,3.65425725110062
cmdscalePca+0.1+50,iris,3.68277081394745
cmdscalePca+0.1+50,diabetes,3.60082929698065
cmdscaleMean+0.1+50,glass,3.78755332620162
cmdscaleMean+0.1+50,iris,3.78413523228031
cmdscaleMean+0.1+50,diabetes,3.757425355695
cmdscalePca+0.1+50,glass,3.53272917075804
cmdscalePca+0.1+50,iris,3.50513482271839
cmdscalePca+0.1+50,diabetes,3.6106822361989
cmdscaleMean+0.1+50,glass,3.78715290324104
cmdscaleMean+0.1+50,iris,3.78667082825252
cmdscaleMean+0.1+50,diabetes,3.75966739236547
cmdscalePca+0.1+50,glass,3.65925052021162
cmdscalePca+0.1+50,iris,3.56670882468056
cmdscalePca+0.1+50,diabetes,3.61527497426633
cmdscaleMean+0.1+50,glass,3.78906999446325
cmdscaleMean+0.1+50,iris,3.79043184059062
cmdscaleMean+0.1+50,diabetes,3.76111131967457
cmdscalePca+0.1+50,glass,3.64373647703505
cmdscalePca+0.1+50,iris,3.71659473965883
cmdscalePca+0.1+50,diabetes,3.62254996470244
cmdscaleMean+0.1+50,glass,3.79010397801718
cmdscaleMean+0.1+50,iris,3.7866237351413
cmdscaleMean+0.1+50,diabetes,3.76083833323693
cmdscalePca+0.1+50,glass,3.62450127569382
cmdscalePca+0.1+50,iris,3.67465909034827
cmdscalePca+0.1+50,diabetes,3.63581249135347
cmdscaleMean+0.1+50,glass,3.78776897062585
cmdscaleMean+0.1+50,iris,3.78361232167762
cmdscaleMean+0.1+50,diabetes,3.75106976334365
cmdscalePca+0.1+50,glass,3.66050305034667
cmdscalePca+0.1+50,iris,3.69813488613972
cmdscalePca+0.1+50,diabetes,3.59177106828192
cmdscaleMean+0.2+50,glass,3.79148654163161
cmdscaleMean+0.2+50,iris,3.78940275287253
cmdscaleMean+0.2+50,diabetes,3.76433334670957
cmdscalePca+0.2+50,glass,3.66196166550765
cmdscalePca+0.2+50,iris,3.71705131195674
cmdscalePca+0.2+50,diabetes,3.62983980952527
cmdscaleMean+0.2+50,glass,3.78890367016018
cmdscaleMean+0.2+50,iris,3.78616774472782
cmdscaleMean+0.2+50,diabetes,3.77120326563723
cmdscalePca+0.2+50,glass,3.59430576961909
cmdscalePca+0.2+50,iris,3.71061537357341
cmdscalePca+0.2+50,diabetes,3.62884779746615
cmdscaleMean+0.2+50,glass,3.79214913178143
cmdscaleMean+0.2+50,iris,3.78438311062708
cmdscaleMean+0.2+50,diabetes,3.76557528209212
cmdscalePca+0.2+50,glass,3.65621979158685
cmdscalePca+0.2+50,iris,3.69612936340592
cmdscalePca+0.2+50,diabetes,3.61271960766069
cmdscaleMean+0.2+50,glass,3.79074999486977
cmdscaleMean+0.2+50,iris,3.78714841751886
cmdscaleMean+0.2+50,diabetes,3.77003152942148
cmdscalePca+0.2+50,glass,3.66853508656968
cmdscalePca+0.2+50,iris,3.65907550059283
cmdscalePca+0.2+50,diabetes,3.62536907818025
cmdscaleMean+0.2+50,glass,3.793097873154
cmdscaleMean+0.2+50,iris,3.78699232426686
cmdscaleMean+0.2+50,diabetes,3.76862679306344
cmdscalePca+0.2+50,glass,3.66685500069232
cmdscalePca+0.2+50,iris,3.72275498768354
cmdscalePca+0.2+50,diabetes,3.62397155058516
cmdscaleMean+0.2+50,glass,3.79123960086712
cmdscaleMean+0.2+50,iris,3.78581836904812
cmdscaleMean+0.2+50,diabetes,3.76497060344584
cmdscalePca+0.2+50,glass,3.65148550623942
cmdscalePca+0.2+50,iris,3.69177491802881
cmdscalePca+0.2+50,diabetes,3.62428847056347
cmdscaleMean+0.2+50,glass,3.79175359961823
cmdscaleMean+0.2+50,iris,3.78417107932465
cmdscaleMean+0.2+50,diabetes,3.76645341740488
cmdscalePca+0.2+50,glass,3.63682700754552
cmdscalePca+0.2+50,iris,3.44511775520224
cmdscalePca+0.2+50,diabetes,3.63271382650757
cmdscaleMean+0.2+50,glass,3.78822330490077
cmdscaleMean+0.2+50,iris,3.79258818721219
cmdscaleMean+0.2+50,diabetes,3.76091770966137
cmdscalePca+0.2+50,glass,3.6848598636116
cmdscalePca+0.2+50,iris,3.7183448377636
cmdscalePca+0.2+50,diabetes,3.63137735426686
cmdscaleMean+0.2+50,glass,3.79184735794424
cmdscaleMean+0.2+50,iris,3.78256569659925
cmdscaleMean+0.2+50,diabetes,3.76191823038132
cmdscalePca+0.2+50,glass,3.66277695543353
cmdscalePca+0.2+50,iris,3.65761315002037
cmdscalePca+0.2+50,diabetes,3.6215017169905
cmdscaleMean+0.2+50,glass,3.79415042310384
cmdscaleMean+0.2+50,iris,3.78462699828025
cmdscaleMean+0.2+50,diabetes,3.76230717207829
cmdscalePca+0.2+50,glass,3.58697746093495
cmdscalePca+0.2+50,iris,3.70228116071787
cmdscalePca+0.2+50,diabetes,3.61737204498703
cmdscaleMean+0.2+50,glass,3.79289605054725
cmdscaleMean+0.2+50,iris,3.78639500635205
cmdscaleMean+0.2+50,diabetes,3.77010893121699
cmdscalePca+0.2+50,glass,3.6324036751861
cmdscalePca+0.2+50,iris,3.65354941169531
cmdscalePca+0.2+50,diabetes,3.61719014517609
cmdscaleMean+0.3+50,glass,3.79559554081673
cmdscaleMean+0.3+50,iris,3.78402795395459
cmdscaleMean+0.3+50,diabetes,3.76574824451664
cmdscalePca+0.3+50,glass,3.65607595612207
cmdscalePca+0.3+50,iris,3.63057643837417
cmdscalePca+0.3+50,diabetes,3.63320181573765
cmdscaleMean+0.3+50,glass,3.79314689447199
cmdscaleMean+0.3+50,iris,3.78612737324295
cmdscaleMean+0.3+50,diabetes,3.76741167438478
cmdscalePca+0.3+50,glass,3.6794092326694
cmdscalePca+0.3+50,iris,3.71857614632268
cmdscalePca+0.3+50,diabetes,3.63712377936614
cmdscaleMean+0.3+50,glass,3.79092899013135
cmdscaleMean+0.3+50,iris,3.78598003768539
cmdscaleMean+0.3+50,diabetes,3.75963252453801
cmdscalePca+0.3+50,glass,3.66050171419938
cmdscalePca+0.3+50,iris,3.70379479137963
cmdscalePca+0.3+50,diabetes,3.62470187805815
cmdscaleMean+0.3+50,glass,3.79731526865725
cmdscaleMean+0.3+50,iris,3.78591652241855
cmdscaleMean+0.3+50,diabetes,3.76116724825357
cmdscalePca+0.3+50,glass,3.69947295735809
cmdscalePca+0.3+50,iris,3.68449542440569
cmdscalePca+0.3+50,diabetes,3.62522828557993
cmdscaleMean+0.3+50,glass,3.79319395344755
cmdscaleMean+0.3+50,iris,3.78709552379855
cmdscaleMean+0.3+50,diabetes,3.75599820655266
cmdscalePca+0.3+50,glass,3.75391280095299
cmdscalePca+0.3+50,iris,3.68869660381898
cmdscalePca+0.3+50,diabetes,3.6321287399706
cmdscaleMean+0.3+50,glass,3.79421180466702
cmdscaleMean+0.3+50,iris,3.78558216421971
cmdscaleMean+0.3+50,diabetes,3.7762522646409
cmdscalePca+0.3+50,glass,3.63605492089056
cmdscalePca+0.3+50,iris,3.6198889033991
cmdscalePca+0.3+50,diabetes,3.61624230292375
cmdscaleMean+0.3+50,glass,3.7951830442838
cmdscaleMean+0.3+50,iris,3.78930656486235
cmdscaleMean+0.3+50,diabetes,3.75408303217316
cmdscalePca+0.3+50,glass,3.62797935040679
cmdscalePca+0.3+50,iris,3.68941472511912
cmdscalePca+0.3+50,diabetes,3.64797995361231
cmdscaleMean+0.3+50,glass,3.80268120000066
cmdscaleMean+0.3+50,iris,3.78411742937659
cmdscaleMean+0.3+50,diabetes,3.75457569408564
cmdscalePca+0.3+50,glass,3.6669775891869
cmdscalePca+0.3+50,iris,3.68560973072635
cmdscalePca+0.3+50,diabetes,3.62708722045224
cmdscaleMean+0.3+50,glass,3.79235274245403
cmdscaleMean+0.3+50,iris,3.78868203054432
cmdscaleMean+0.3+50,diabetes,3.76520160457775
cmdscalePca+0.3+50,glass,3.66555875274606
cmdscalePca+0.3+50,iris,3.72855960356944
cmdscalePca+0.3+50,diabetes,3.61230983524927
cmdscaleMean+0.3+50,glass,3.79799332792355
cmdscaleMean+0.3+50,iris,3.78893392047026
cmdscaleMean+0.3+50,diabetes,3.77227841978912
cmdscalePca+0.3+50,glass,3.58727180619523
cmdscalePca+0.3+50,iris,3.68676291334849
cmdscalePca+0.3+50,diabetes,3.6423274029773
cmdscaleMean+0.3+50,glass,3.79169955678611
cmdscaleMean+0.3+50,iris,3.79055231670467
cmdscaleMean+0.3+50,diabetes,3.775633209135
cmdscalePca+0.3+50,glass,3.62501172778243
cmdscalePca+0.3+50,iris,3.65932565496097
cmdscalePca+0.3+50,diabetes,3.63990125845576
cmdscaleMean+0.4+50,glass,3.79480268983498
cmdscaleMean+0.4+50,iris,3.78614477339615
cmdscaleMean+0.4+50,diabetes,3.76355607124632
cmdscalePca+0.4+50,glass,3.72516426783489
cmdscalePca+0.4+50,iris,3.66683591850883
cmdscalePca+0.4+50,diabetes,3.65271358943254
cmdscaleMean+0.4+50,glass,3.79342985867288
cmdscaleMean+0.4+50,iris,3.79037108955829
cmdscaleMean+0.4+50,diabetes,3.77090698221785
cmdscalePca+0.4+50,glass,3.6877576775345
cmdscalePca+0.4+50,iris,3.66874788260632
cmdscalePca+0.4+50,diabetes,3.65780562493614
cmdscaleMean+0.4+50,glass,3.79572601326318
cmdscaleMean+0.4+50,iris,3.79035927630514
cmdscaleMean+0.4+50,diabetes,3.75728067102608
cmdscalePca+0.4+50,glass,3.5828172417082
cmdscalePca+0.4+50,iris,3.72562963244601
cmdscalePca+0.4+50,diabetes,3.63980560422091
cmdscaleMean+0.4+50,glass,3.79808493695798
cmdscaleMean+0.4+50,iris,3.79249337323679
cmdscaleMean+0.4+50,diabetes,3.76216756884672
cmdscalePca+0.4+50,glass,3.67674256278328
cmdscalePca+0.4+50,iris,3.65387054911189
cmdscalePca+0.4+50,diabetes,3.6574219657464
cmdscaleMean+0.4+50,glass,3.79444777517931
cmdscaleMean+0.4+50,iris,3.35005986240311
cmdscaleMean+0.4+50,diabetes,3.76810525048571
cmdscalePca+0.4+50,glass,3.67554801655111
cmdscalePca+0.4+50,iris,3.73403546491193
cmdscalePca+0.4+50,diabetes,3.64988168259851
cmdscaleMean+0.4+50,glass,3.79862001777794
cmdscaleMean+0.4+50,iris,3.78572205488875
cmdscaleMean+0.4+50,diabetes,3.76387846543332
cmdscalePca+0.4+50,glass,3.70392556573761
cmdscalePca+0.4+50,iris,3.70729750797797
cmdscalePca+0.4+50,diabetes,3.64246490666846
cmdscaleMean+0.4+50,glass,3.79408016184138
cmdscaleMean+0.4+50,iris,3.7880600797967
cmdscaleMean+0.4+50,diabetes,3.75410205372435
cmdscalePca+0.4+50,glass,3.72600277993825
cmdscalePca+0.4+50,iris,3.69358507092895
cmdscalePca+0.4+50,diabetes,3.64234355725451
cmdscaleMean+0.4+50,glass,3.79496908124394
cmdscaleMean+0.4+50,iris,3.79208769647089
cmdscaleMean+0.4+50,diabetes,3.75851164450347
cmdscalePca+0.4+50,glass,3.63204570554934
cmdscalePca+0.4+50,iris,3.64842774288628
cmdscalePca+0.4+50,diabetes,3.63147852455211
cmdscaleMean+0.4+50,glass,3.79698321154872
cmdscaleMean+0.4+50,iris,3.78735774780228
cmdscaleMean+0.4+50,diabetes,3.76517301213953
cmdscalePca+0.4+50,glass,3.69361117557391
cmdscalePca+0.4+50,iris,3.71245589122882
cmdscalePca+0.4+50,diabetes,3.63934191332664
cmdscaleMean+0.4+50,glass,3.79212671447355
cmdscaleMean+0.4+50,iris,3.79303314065468
cmdscaleMean+0.4+50,diabetes,3.76730510769956
cmdscalePca+0.4+50,glass,3.69017333334101
cmdscalePca+0.4+50,iris,3.45001074447112
cmdscalePca+0.4+50,diabetes,3.63232421605766
cmdscaleMean+0.4+50,glass,3.79910592227064
cmdscaleMean+0.4+50,iris,3.79098470412319
cmdscaleMean+0.4+50,diabetes,3.76043679935738
cmdscalePca+0.4+50,glass,3.67949200357938
cmdscalePca+0.4+50,iris,3.65977865829106
cmdscalePca+0.4+50,diabetes,3.63383300789878
cmdscaleMean+0.5+50,glass,3.80507963489069
cmdscaleMean+0.5+50,iris,3.79043498305299
cmdscaleMean+0.5+50,diabetes,3.76592471757402
cmdscalePca+0.5+50,glass,3.6588499859352
cmdscalePca+0.5+50,iris,3.65444406496849
cmdscalePca+0.5+50,diabetes,3.64005060503004
cmdscaleMean+0.5+50,glass,3.78729527080725
cmdscaleMean+0.5+50,iris,3.79449695763379
cmdscaleMean+0.5+50,diabetes,3.76163567733323
cmdscalePca+0.5+50,glass,3.67683522534197
cmdscalePca+0.5+50,iris,3.68851195501913
cmdscalePca+0.5+50,diabetes,3.62954027757258
cmdscaleMean+0.5+50,glass,3.79922311964131
cmdscaleMean+0.5+50,iris,3.78846408391956
cmdscaleMean+0.5+50,diabetes,3.7499598568158
cmdscalePca+0.5+50,glass,3.69997779888793
cmdscalePca+0.5+50,iris,3.71352193892125
cmdscalePca+0.5+50,diabetes,3.63749802213593
cmdscaleMean+0.5+50,glass,3.80651623017709
cmdscaleMean+0.5+50,iris,3.79791497788359
cmdscaleMean+0.5+50,diabetes,3.76189113010571
cmdscalePca+0.5+50,glass,3.7004796817185
cmdscalePca+0.5+50,iris,3.69258233869477
cmdscalePca+0.5+50,diabetes,3.65354330850735
cmdscaleMean+0.5+50,glass,3.79520576847946
cmdscaleMean+0.5+50,iris,3.79558414579133
cmdscaleMean+0.5+50,diabetes,3.76330617745323
cmdscalePca+0.5+50,glass,3.61132514331683
cmdscalePca+0.5+50,iris,3.68760926318424
cmdscalePca+0.5+50,diabetes,3.63527561293991
cmdscaleMean+0.5+50,glass,3.80538311004466
cmdscaleMean+0.5+50,iris,3.79165653153358
cmdscaleMean+0.5+50,diabetes,3.76387125569387
cmdscalePca+0.5+50,glass,3.6623551880683
cmdscalePca+0.5+50,iris,3.71333517520477
cmdscalePca+0.5+50,diabetes,3.61581971036343
cmdscaleMean+0.5+50,glass,3.7996599578606
cmdscaleMean+0.5+50,iris,3.79089703685484
cmdscaleMean+0.5+50,diabetes,3.75847640349645
cmdscalePca+0.5+50,glass,3.68598409433998
cmdscalePca+0.5+50,iris,3.71576624018255
cmdscalePca+0.5+50,diabetes,3.64845979319791
cmdscaleMean+0.5+50,glass,3.79763119930388
cmdscaleMean+0.5+50,iris,3.78953164740293
cmdscaleMean+0.5+50,diabetes,3.75948926872752
cmdscalePca+0.5+50,glass,3.56612248371916
cmdscalePca+0.5+50,iris,3.70839761474575
cmdscalePca+0.5+50,diabetes,3.64375163235425
cmdscaleMean+0.5+50,glass,3.79591135828399
cmdscaleMean+0.5+50,iris,3.78926451253762
cmdscaleMean+0.5+50,diabetes,3.77195836246899
cmdscalePca+0.5+50,glass,3.67408741332829
cmdscalePca+0.5+50,iris,3.70439105512655
cmdscalePca+0.5+50,diabetes,3.6422641983512
cmdscaleMean+0.5+50,glass,3.80699747254076
cmdscaleMean+0.5+50,iris,3.7812486986365
cmdscaleMean+0.5+50,diabetes,3.76439240287496
cmdscalePca+0.5+50,glass,3.68187802906933
cmdscalePca+0.5+50,iris,3.67750984503803
cmdscalePca+0.5+50,diabetes,3.64589926901472
cmdscaleMean+0.5+50,glass,3.799444746727
cmdscaleMean+0.5+50,iris,3.79098814422939
cmdscaleMean+0.5+50,diabetes,3.76451158378382
cmdscalePca+0.5+50,glass,3.58361023041215
cmdscalePca+0.5+50,iris,3.69455918157419
cmdscalePca+0.5+50,diabetes,3.65152248931938
cmdscaleMean+0.6+50,glass,3.8022305572715
cmdscaleMean+0.6+50,iris,3.78924695449553
cmdscaleMean+0.6+50,diabetes,3.76597133138542
cmdscalePca+0.6+50,glass,3.71158412564071
cmdscalePca+0.6+50,iris,3.67989369755718
